HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.SUBJECT-FILE,Input.category1,Input.filename1,Input.item1,Input.Tar_typ1,Input.Dis_Typ1,Input.Sim-Dif1,Input.Dis_num1,Input.Tarpic1,Input.dispic1,Input.leftpic1,Input.rightpic1,Input.compare-image1,Input.category2,Input.filename2,Input.item2,Input.Tar_typ2,Input.Dis_Typ2,Input.Sim-Dif2,Input.Dis_num2,Input.Tarpic2,Input.dispic2,Input.leftpic2,Input.rightpic2,Input.compare-image2,Input.category3,Input.filename3,Input.item3,Input.Tar_typ3,Input.Dis_Typ3,Input.Sim-Dif3,Input.Dis_num3,Input.Tarpic3,Input.dispic3,Input.leftpic3,Input.rightpic3,Input.compare-image3,Input.category4,Input.filename4,Input.item4,Input.Tar_typ4,Input.Dis_Typ4,Input.Sim-Dif4,Input.Dis_num4,Input.Tarpic4,Input.dispic4,Input.leftpic4,Input.rightpic4,Input.compare-image4,Answer.Dis_Typ,Answer.Dis_num,Answer.SUBJECT-FILE,Answer.Sim-Dif,Answer.Tar_typ,Answer.Tarpic,Answer.category,Answer.compare-image,Answer.dispic,Answer.filename,Answer.im1response,Answer.im2response,Answer.im3response,Answer.im4response,Answer.item,Answer.leftpic,Answer.rightpic,Approve,Reject
34KYK9TV2RZBRGUL0I0X3D3APEJSB6,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3WETL7AQWUZ853QQZVDLG3RSV5J351,A15FXOOCN5RT0,Submitted,Thu Feb 23 10:39:42 PST 2017,Thu Feb 23 10:40:01 PST 2017,Thu Mar 02 10:40:01 PST 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),1,TELEPHONE,TELEPHONE,39,Atypical,typ,sim,4,Atypical_TELEPHONE.tga,TELEPHONE_typ_sim4.tga,Atypical_TELEPHONE.tga,TELEPHONE_typ_sim4.tga,Atypical_TELEPHONE_typ_sim4.bmp,TAPE DISPENSER,TAPE,38,Atypical,typ,dis,1,Atypical_TAPE.tga,TAPE_typ_dis1.tga,TAPE_typ_dis1.tga,Atypical_TAPE.tga,Atypical_TAPE_typ_dis1.bmp,BOTTLE,BOTTLE,7,Atypical,typ,dis,3,Atypical_BOTTLE.tga,BOTTLE_typ_dis3.tga,Atypical_BOTTLE.tga,BOTTLE_typ_dis3.tga,Atypical_BOTTLE_typ_dis3.bmp,DRUM,DRUM,19,Typical,typ,sim,5,Typical_DRUM.tga,DRUM_typ_sim5.tga,Typical_DRUM.tga,DRUM_typ_sim5.tga,Typical_DRUM_typ_sim5.bmp,typ|typ|typ|typ,4|1|3|5,1|1|1|1,sim|dis|dis|sim,Atypical|Atypical|Atypical|Typical,Atypical_TELEPHONE.tga|Atypical_TAPE.tga|Atypical_BOTTLE.tga|Typical_DRUM.tga,TELEPHONE|TAPE DISPENSER|BOTTLE|DRUM,Atypical_TELEPHONE_typ_sim4.bmp|Atypical_TAPE_typ_dis1.bmp|Atypical_BOTTLE_typ_dis3.bmp|Typical_DRUM_typ_sim5.bmp,TELEPHONE_typ_sim4.tga|TAPE_typ_dis1.tga|BOTTLE_typ_dis3.tga|DRUM_typ_sim5.tga,TELEPHONE|TAPE|BOTTLE|DRUM,2,1,2,3,39|38|7|19,Atypical_TELEPHONE.tga|TAPE_typ_dis1.tga|Atypical_BOTTLE.tga|Typical_DRUM.tga,TELEPHONE_typ_sim4.tga|Atypical_TAPE.tga|BOTTLE_typ_dis3.tga|DRUM_typ_sim5.tga,,
3EFNPKWBMSF6NC6WCN27BOZF6UO031,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3AMYWKA6YCDTAWJQNC7IWC33MRQ6OF,A15FXOOCN5RT0,Submitted,Thu Feb 23 10:38:09 PST 2017,Thu Feb 23 10:38:32 PST 2017,Thu Mar 02 10:38:32 PST 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),1,FLOWER,FLOWER,21,Atypical,atyp,dis,5,Atypical_FLOWER.tga,FLOWER_atyp_dis5.tga,Atypical_FLOWER.tga,FLOWER_atyp_dis5.tga,Atypical_FLOWER_atyp_dis5.bmp,CLOCK,CLOCK,14,Atypical,atyp,sim,4,Atypical_CLOCK.tga,CLOCK_atyp_sim4.tga,CLOCK_atyp_sim4.tga,Atypical_CLOCK.tga,Atypical_CLOCK_atyp_sim4.bmp,GRENADE,GRENADE,23,Atypical,atyp,dis,1,Atypical_GRENADE.tga,GRENADE_atyp_dis1.tga,Atypical_GRENADE.tga,GRENADE_atyp_dis1.tga,Atypical_GRENADE_atyp_dis1.bmp,SCISSORS,SCISSORS,34,Atypical,atyp,sim,4,Atypical_SCISSORS.tga,SCISSORS_atyp_sim4.tga,SCISSORS_atyp_sim4.tga,Atypical_SCISSORS.tga,Atypical_SCISSORS_atyp_sim4.bmp,atyp|atyp|atyp|atyp,5|4|1|4,1|1|1|1,dis|sim|dis|sim,Atypical|Atypical|Atypical|Atypical,Atypical_FLOWER.tga|Atypical_CLOCK.tga|Atypical_GRENADE.tga|Atypical_SCISSORS.tga,FLOWER|CLOCK|GRENADE|SCISSORS,Atypical_FLOWER_atyp_dis5.bmp|Atypical_CLOCK_atyp_sim4.bmp|Atypical_GRENADE_atyp_dis1.bmp|Atypical_SCISSORS_atyp_sim4.bmp,FLOWER_atyp_dis5.tga|CLOCK_atyp_sim4.tga|GRENADE_atyp_dis1.tga|SCISSORS_atyp_sim4.tga,FLOWER|CLOCK|GRENADE|SCISSORS,1,6,1,3,21|14|23|34,Atypical_FLOWER.tga|CLOCK_atyp_sim4.tga|Atypical_GRENADE.tga|SCISSORS_atyp_sim4.tga,FLOWER_atyp_dis5.tga|Atypical_CLOCK.tga|GRENADE_atyp_dis1.tga|Atypical_SCISSORS.tga,,
3ZG552ORAMVXVVBTBKCRD7KDUC0V2C,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3WI0P0II62JVSIQLPRW0WDI0E0WDRM,A15FXOOCN5RT0,Submitted,Thu Feb 23 10:36:20 PST 2017,Thu Feb 23 10:36:48 PST 2017,Thu Mar 02 10:36:48 PST 2017,,,,28,0% (0/0),0% (0/0),0% (0/0),1,SWORD,SWORD,36,Atypical,typ,dis,5,Atypical_SWORD.tga,SWORD_typ_dis5.tga,SWORD_typ_dis5.tga,Atypical_SWORD.tga,Atypical_SWORD_typ_dis5.bmp,CAKE,CAKE,10,Typical,typ,sim,3,Typical_CAKE.tga,CAKE_typ_sim3.tga,CAKE_typ_sim3.tga,Typical_CAKE.tga,Typical_CAKE_typ_sim3.bmp,BICYCLE,BICYCLE,6,Atypical,typ,dis,5,Atypical_BICYCLE.tga,BICYCLE_typ_dis5.tga,BICYCLE_typ_dis5.tga,Atypical_BICYCLE.tga,Atypical_BICYCLE_typ_dis5.bmp,SCISSORS,SCISSORS,34,Typical,atyp,sim,5,Typical_SCISSORS.tga,SCISSORS_atyp_sim5.tga,SCISSORS_atyp_sim5.tga,Typical_SCISSORS.tga,Typical_SCISSORS_atyp_sim5.bmp,typ|typ|typ|atyp,5|3|5|5,1|1|1|1,dis|sim|dis|sim,Atypical|Typical|Atypical|Typical,Atypical_SWORD.tga|Typical_CAKE.tga|Atypical_BICYCLE.tga|Typical_SCISSORS.tga,SWORD|CAKE|BICYCLE|SCISSORS,Atypical_SWORD_typ_dis5.bmp|Typical_CAKE_typ_sim3.bmp|Atypical_BICYCLE_typ_dis5.bmp|Typical_SCISSORS_atyp_sim5.bmp,SWORD_typ_dis5.tga|CAKE_typ_sim3.tga|BICYCLE_typ_dis5.tga|SCISSORS_atyp_sim5.tga,SWORD|CAKE|BICYCLE|SCISSORS,2,4,1,4,36|10|6|34,SWORD_typ_dis5.tga|CAKE_typ_sim3.tga|BICYCLE_typ_dis5.tga|SCISSORS_atyp_sim5.tga,Atypical_SWORD.tga|Typical_CAKE.tga|Atypical_BICYCLE.tga|Typical_SCISSORS.tga,,
3GITHABACYCKNQ2K9TQ03QQ089Z2N3,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,337RC3OW06T6J1VUBSZYGNF88FBLV3,A15FXOOCN5RT0,Submitted,Thu Feb 23 10:36:53 PST 2017,Thu Feb 23 10:37:10 PST 2017,Thu Mar 02 10:37:10 PST 2017,,,,17,0% (0/0),0% (0/0),0% (0/0),1,BASKET,BASKET,4,Atypical,atyp,sim,4,Atypical_BASKET.tga,BASKET_atyp_sim4.tga,BASKET_atyp_sim4.tga,Atypical_BASKET.tga,Atypical_BASKET_atyp_sim4.bmp,BRIEFCASE,BRIEFCASE,8,Typical,typ,dis,2,Typical_BRIEFCASE.tga,BRIEFCASE_typ_dis2.tga,BRIEFCASE_typ_dis2.tga,Typical_BRIEFCASE.tga,Typical_BRIEFCASE_typ_dis2.bmp,BICYCLE,BICYCLE,6,Typical,atyp,sim,1,Typical_BICYCLE.tga,BICYCLE_atyp_sim1.tga,BICYCLE_atyp_sim1.tga,Typical_BICYCLE.tga,Typical_BICYCLE_atyp_sim1.bmp,STAPLER,STAPLER,35,Typical,atyp,sim,3,Typical_STAPLER.tga,STAPLER_atyp_sim3.tga,Typical_STAPLER.tga,STAPLER_atyp_sim3.tga,Typical_STAPLER_atyp_sim3.bmp,atyp|typ|atyp|atyp,4|2|1|3,1|1|1|1,sim|dis|sim|sim,Atypical|Typical|Typical|Typical,Atypical_BASKET.tga|Typical_BRIEFCASE.tga|Typical_BICYCLE.tga|Typical_STAPLER.tga,BASKET|BRIEFCASE|BICYCLE|STAPLER,Atypical_BASKET_atyp_sim4.bmp|Typical_BRIEFCASE_typ_dis2.bmp|Typical_BICYCLE_atyp_sim1.bmp|Typical_STAPLER_atyp_sim3.bmp,BASKET_atyp_sim4.tga|BRIEFCASE_typ_dis2.tga|BICYCLE_atyp_sim1.tga|STAPLER_atyp_sim3.tga,BASKET|BRIEFCASE|BICYCLE|STAPLER,2,,3,2,4|8|6|35,BASKET_atyp_sim4.tga|BRIEFCASE_typ_dis2.tga|BICYCLE_atyp_sim1.tga|Typical_STAPLER.tga,Atypical_BASKET.tga|Typical_BRIEFCASE.tga|Typical_BICYCLE.tga|STAPLER_atyp_sim3.tga,,
3UYRNV2KITQV9549PAZ1DH33U9QN8Q,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3FTOP5WARGFKVA6E5AZWFFCQAUU0JP,A15FXOOCN5RT0,Submitted,Thu Feb 23 10:40:05 PST 2017,Thu Feb 23 10:40:27 PST 2017,Thu Mar 02 10:40:27 PST 2017,,,,22,0% (0/0),0% (0/0),0% (0/0),1,HEADPHONES,HEADPHONES,26,Atypical,typ,dis,5,Atypical_HEADPHONES.tga,HEADPHONES_typ_dis5.tga,HEADPHONES_typ_dis5.tga,Atypical_HEADPHONES.tga,Atypical_HEADPHONES_typ_dis5.bmp,CACTUS,CACTUS,9,Typical,typ,sim,5,Typical_CACTUS.tga,CACTUS_typ_sim5.tga,Typical_CACTUS.tga,CACTUS_typ_sim5.tga,Typical_CACTUS_typ_sim5.bmp,CAMERA,CAMERA,11,Typical,typ,sim,1,Typical_CAMERA.tga,CAMERA_typ_sim1.tga,Typical_CAMERA.tga,CAMERA_typ_sim1.tga,Typical_CAMERA_typ_sim1.bmp,CAMERA,CAMERA,11,Atypical,atyp,dis,5,Atypical_CAMERA.tga,CAMERA_atyp_dis5.tga,Atypical_CAMERA.tga,CAMERA_atyp_dis5.tga,Atypical_CAMERA_atyp_dis5.bmp,typ|typ|typ|atyp,5|5|1|5,1|1|1|1,dis|sim|sim|dis,Atypical|Typical|Typical|Atypical,Atypical_HEADPHONES.tga|Typical_CACTUS.tga|Typical_CAMERA.tga|Atypical_CAMERA.tga,HEADPHONES|CACTUS|CAMERA|CAMERA,Atypical_HEADPHONES_typ_dis5.bmp|Typical_CACTUS_typ_sim5.bmp|Typical_CAMERA_typ_sim1.bmp|Atypical_CAMERA_atyp_dis5.bmp,HEADPHONES_typ_dis5.tga|CACTUS_typ_sim5.tga|CAMERA_typ_sim1.tga|CAMERA_atyp_dis5.tga,HEADPHONES|CACTUS|CAMERA|CAMERA,1,4,4,2,26|9|11|11,HEADPHONES_typ_dis5.tga|Typical_CACTUS.tga|Typical_CAMERA.tga|Atypical_CAMERA.tga,Atypical_HEADPHONES.tga|CACTUS_typ_sim5.tga|CAMERA_typ_sim1.tga|CAMERA_atyp_dis5.tga,,
337F8MIIMZ4R58P0C17QLTRLKUK04M,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,336KAV9KYRJHM94R6X4D8QKTKWMY20,A15FXOOCN5RT0,Submitted,Thu Feb 23 10:37:18 PST 2017,Thu Feb 23 10:37:36 PST 2017,Thu Mar 02 10:37:36 PST 2017,,,,18,0% (0/0),0% (0/0),0% (0/0),1,WRENCH,WRENCH,40,Typical,typ,sim,3,Typical_WRENCH.tga,WRENCH_typ_sim3.tga,WRENCH_typ_sim3.tga,Typical_WRENCH.tga,Typical_WRENCH_typ_sim3.bmp,APPLE,APPLE,1,Atypical,atyp,dis,5,Atypical_APPLE.tga,APPLE_atyp_dis5.tga,Atypical_APPLE.tga,APPLE_atyp_dis5.tga,Atypical_APPLE_atyp_dis5.bmp,HEADPHONES2,HEADPHONES,26,Typical,atyp,sim,1,Typical_HEADPHONES.tga,HEADPHONES_atyp_sim1.tga,HEADPHONES_atyp_sim1.tga,Typical_HEADPHONES.tga,Typical_HEADPHONES_atyp_sim1.bmp,CUP,CUP,15,Typical,atyp,sim,3,Typical_CUP.tga,CUP_atyp_sim3.tga,Typical_CUP.tga,CUP_atyp_sim3.tga,Typical_CUP_atyp_sim3.bmp,typ|atyp|atyp|atyp,3|5|1|3,1|1|1|1,sim|dis|sim|sim,Typical|Atypical|Typical|Typical,Typical_WRENCH.tga|Atypical_APPLE.tga|Typical_HEADPHONES.tga|Typical_CUP.tga,WRENCH|APPLE|HEADPHONES2|CUP,Typical_WRENCH_typ_sim3.bmp|Atypical_APPLE_atyp_dis5.bmp|Typical_HEADPHONES_atyp_sim1.bmp|Typical_CUP_atyp_sim3.bmp,WRENCH_typ_sim3.tga|APPLE_atyp_dis5.tga|HEADPHONES_atyp_sim1.tga|CUP_atyp_sim3.tga,WRENCH|APPLE|HEADPHONES|CUP,2,1,3,1,40|1|26|15,WRENCH_typ_sim3.tga|Atypical_APPLE.tga|HEADPHONES_atyp_sim1.tga|Typical_CUP.tga,Typical_WRENCH.tga|APPLE_atyp_dis5.tga|Typical_HEADPHONES.tga|CUP_atyp_sim3.tga,,
34KYK9TV2RZBRGUL0I0X3D3APEJSB6,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,30LSNF239VMVW9PM2FIAM2Q5UDP2IZ,A1HZWAX6XQXIM7,Submitted,Thu Feb 23 10:38:56 PST 2017,Thu Feb 23 10:39:15 PST 2017,Thu Mar 02 10:39:15 PST 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),1,TELEPHONE,TELEPHONE,39,Atypical,typ,sim,4,Atypical_TELEPHONE.tga,TELEPHONE_typ_sim4.tga,Atypical_TELEPHONE.tga,TELEPHONE_typ_sim4.tga,Atypical_TELEPHONE_typ_sim4.bmp,TAPE DISPENSER,TAPE,38,Atypical,typ,dis,1,Atypical_TAPE.tga,TAPE_typ_dis1.tga,TAPE_typ_dis1.tga,Atypical_TAPE.tga,Atypical_TAPE_typ_dis1.bmp,BOTTLE,BOTTLE,7,Atypical,typ,dis,3,Atypical_BOTTLE.tga,BOTTLE_typ_dis3.tga,Atypical_BOTTLE.tga,BOTTLE_typ_dis3.tga,Atypical_BOTTLE_typ_dis3.bmp,DRUM,DRUM,19,Typical,typ,sim,5,Typical_DRUM.tga,DRUM_typ_sim5.tga,Typical_DRUM.tga,DRUM_typ_sim5.tga,Typical_DRUM_typ_sim5.bmp,typ|typ|typ|typ,4|1|3|5,1|1|1|1,sim|dis|dis|sim,Atypical|Atypical|Atypical|Typical,Atypical_TELEPHONE.tga|Atypical_TAPE.tga|Atypical_BOTTLE.tga|Typical_DRUM.tga,TELEPHONE|TAPE DISPENSER|BOTTLE|DRUM,Atypical_TELEPHONE_typ_sim4.bmp|Atypical_TAPE_typ_dis1.bmp|Atypical_BOTTLE_typ_dis3.bmp|Typical_DRUM_typ_sim5.bmp,TELEPHONE_typ_sim4.tga|TAPE_typ_dis1.tga|BOTTLE_typ_dis3.tga|DRUM_typ_sim5.tga,TELEPHONE|TAPE|BOTTLE|DRUM,3,3,3,3,39|38|7|19,Atypical_TELEPHONE.tga|TAPE_typ_dis1.tga|Atypical_BOTTLE.tga|Typical_DRUM.tga,TELEPHONE_typ_sim4.tga|Atypical_TAPE.tga|BOTTLE_typ_dis3.tga|DRUM_typ_sim5.tga,,
356ZPKYPUH8ARW74ITANGJW0N3UPY2,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,36TFCYNS451W1UHZKMLICGJM79BHXW,A1HZWAX6XQXIM7,Submitted,Thu Feb 23 10:39:47 PST 2017,Thu Feb 23 10:40:35 PST 2017,Thu Mar 02 10:40:35 PST 2017,,,,48,0% (0/0),0% (0/0),0% (0/0),1,HAT,HAT,25,Typical,atyp,sim,3,Typical_HAT.tga,HAT_atyp_sim3.tga,Typical_HAT.tga,HAT_atyp_sim3.tga,Typical_HAT_atyp_sim3.bmp,SAW,SAW,33,Typical,atyp,dis,2,Typical_SAW.tga,SAW_atyp_dis2.tga,Typical_SAW.tga,SAW_atyp_dis2.tga,Typical_SAW_atyp_dis2.bmp,CACTUS,CACTUS,9,Atypical,typ,sim,4,Atypical_CACTUS.tga,CACTUS_typ_sim4.tga,Atypical_CACTUS.tga,CACTUS_typ_sim4.tga,Atypical_CACTUS_typ_sim4.bmp,AXE,AXE,2,Typical,atyp,dis,4,Typical_AXE.tga,AXE_atyp_dis4.tga,AXE_atyp_dis4.tga,Typical_AXE.tga,Typical_AXE_atyp_dis4.bmp,atyp|atyp|typ|atyp,3|2|4|4,1|1|1|1,sim|dis|sim|dis,Typical|Typical|Atypical|Typical,Typical_HAT.tga|Typical_SAW.tga|Atypical_CACTUS.tga|Typical_AXE.tga,HAT|SAW|CACTUS|AXE,Typical_HAT_atyp_sim3.bmp|Typical_SAW_atyp_dis2.bmp|Atypical_CACTUS_typ_sim4.bmp|Typical_AXE_atyp_dis4.bmp,HAT_atyp_sim3.tga|SAW_atyp_dis2.tga|CACTUS_typ_sim4.tga|AXE_atyp_dis4.tga,HAT|SAW|CACTUS|AXE,3,3,4,2,25|33|9|2,Typical_HAT.tga|Typical_SAW.tga|Atypical_CACTUS.tga|AXE_atyp_dis4.tga,HAT_atyp_sim3.tga|SAW_atyp_dis2.tga|CACTUS_typ_sim4.tga|Typical_AXE.tga,,
3EFNPKWBMSF6NC6WCN27BOZF6UO031,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,36V4Q8R5ZLRYKBHYP563ADVPRSMMQC,A1HZWAX6XQXIM7,Submitted,Thu Feb 23 10:37:50 PST 2017,Thu Feb 23 10:38:23 PST 2017,Thu Mar 02 10:38:23 PST 2017,,,,33,0% (0/0),0% (0/0),0% (0/0),1,FLOWER,FLOWER,21,Atypical,atyp,dis,5,Atypical_FLOWER.tga,FLOWER_atyp_dis5.tga,Atypical_FLOWER.tga,FLOWER_atyp_dis5.tga,Atypical_FLOWER_atyp_dis5.bmp,CLOCK,CLOCK,14,Atypical,atyp,sim,4,Atypical_CLOCK.tga,CLOCK_atyp_sim4.tga,CLOCK_atyp_sim4.tga,Atypical_CLOCK.tga,Atypical_CLOCK_atyp_sim4.bmp,GRENADE,GRENADE,23,Atypical,atyp,dis,1,Atypical_GRENADE.tga,GRENADE_atyp_dis1.tga,Atypical_GRENADE.tga,GRENADE_atyp_dis1.tga,Atypical_GRENADE_atyp_dis1.bmp,SCISSORS,SCISSORS,34,Atypical,atyp,sim,4,Atypical_SCISSORS.tga,SCISSORS_atyp_sim4.tga,SCISSORS_atyp_sim4.tga,Atypical_SCISSORS.tga,Atypical_SCISSORS_atyp_sim4.bmp,atyp|atyp|atyp|atyp,5|4|1|4,1|1|1|1,dis|sim|dis|sim,Atypical|Atypical|Atypical|Atypical,Atypical_FLOWER.tga|Atypical_CLOCK.tga|Atypical_GRENADE.tga|Atypical_SCISSORS.tga,FLOWER|CLOCK|GRENADE|SCISSORS,Atypical_FLOWER_atyp_dis5.bmp|Atypical_CLOCK_atyp_sim4.bmp|Atypical_GRENADE_atyp_dis1.bmp|Atypical_SCISSORS_atyp_sim4.bmp,FLOWER_atyp_dis5.tga|CLOCK_atyp_sim4.tga|GRENADE_atyp_dis1.tga|SCISSORS_atyp_sim4.tga,FLOWER|CLOCK|GRENADE|SCISSORS,3,4,3,5,21|14|23|34,Atypical_FLOWER.tga|CLOCK_atyp_sim4.tga|Atypical_GRENADE.tga|SCISSORS_atyp_sim4.tga,FLOWER_atyp_dis5.tga|Atypical_CLOCK.tga|GRENADE_atyp_dis1.tga|Atypical_SCISSORS.tga,,
3DWGDA5POFVQ6ATXSGCD8OA826MV1V,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,31EUONYN2WUEPMYROKFQ84J23KGVOU,A1HZWAX6XQXIM7,Submitted,Thu Feb 23 10:37:33 PST 2017,Thu Feb 23 10:37:49 PST 2017,Thu Mar 02 10:37:49 PST 2017,,,,16,0% (0/0),0% (0/0),0% (0/0),1,CUP,CUP,15,Atypical,atyp,sim,2,Atypical_CUP.tga,CUP_atyp_sim2.tga,Atypical_CUP.tga,CUP_atyp_sim2.tga,Atypical_CUP_atyp_sim2.bmp,HAT,HAT,25,Atypical,atyp,sim,2,Atypical_HAT.tga,HAT_atyp_sim2.tga,Atypical_HAT.tga,HAT_atyp_sim2.tga,Atypical_HAT_atyp_sim2.bmp,DRILL,DRILL,18,Atypical,typ,dis,1,Atypical_DRILL.tga,DRILL_typ_dis1.tga,DRILL_typ_dis1.tga,Atypical_DRILL.tga,Atypical_DRILL_typ_dis1.bmp,FAN,FAN,20,Typical,typ,sim,3,Typical_FAN.tga,FAN_typ_sim3.tga,FAN_typ_sim3.tga,Typical_FAN.tga,Typical_FAN_typ_sim3.bmp,atyp|atyp|typ|typ,2|2|1|3,1|1|1|1,sim|sim|dis|sim,Atypical|Atypical|Atypical|Typical,Atypical_CUP.tga|Atypical_HAT.tga|Atypical_DRILL.tga|Typical_FAN.tga,CUP|HAT|DRILL|FAN,Atypical_CUP_atyp_sim2.bmp|Atypical_HAT_atyp_sim2.bmp|Atypical_DRILL_typ_dis1.bmp|Typical_FAN_typ_sim3.bmp,CUP_atyp_sim2.tga|HAT_atyp_sim2.tga|DRILL_typ_dis1.tga|FAN_typ_sim3.tga,CUP|HAT|DRILL|FAN,3,3,3,5,15|25|18|20,Atypical_CUP.tga|Atypical_HAT.tga|DRILL_typ_dis1.tga|FAN_typ_sim3.tga,CUP_atyp_sim2.tga|HAT_atyp_sim2.tga|Atypical_DRILL.tga|Typical_FAN.tga,,
